OD;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420;421;422;423;424;425;426;427;428;429;430;431;432;433;434;435;436;437;438;439;440;441;442;443;444;445;446;447;448;449;450;451;452;453;454;455;456;457;458;459;460;461;462;463;464;465;466;467;468;469;470;471;472;473;474;475;476;477;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;498;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517
11;0;0;0;0;0;22;36;0;0;0;0;486;24;12;0;0;29;0;24;0;0;0;0;61;0;0;0;71;0;0;0;0;0;0;0;0;49;69;0;0;0;38;0;0;0;0;0;0;0;62;0;0;0;24;45;0;0;0;0;0;22;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;19;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;0;0;0;0;0;1.736;0;0;0;0;0;0;49;0;0;21;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;54;170;0;191;340;433;0;0;281;474;0;14;30;0;272;45;0;0;0;0;0;0;57;0;74;0;0;0;0;0;100;0;0;0;0;70;70;0;20;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.142;176;732;0;0;0;0;0;0;0;0;0;305;0;0;500;0;0;0;0;0;0;0;0;0;0;0;415;63;0;27;0;0;0;46;395;0;0;47;0;0;0;0;0;0;0;486;0;0;0;0;0;0;0;488;0;0;0;151;0;451;0;0;0;1.108;0;0;0;307;0;473;0;0;0;0;0;0;0;0;299;0;0;0;0;0;239;0;0;0;0;0;607;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;569;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;884;0;0;0;0;0;0;0;416;0;0;0;0;0;0;0;0;33;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;0;0;1.581;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;303;134;0;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711;0;0;0;0;0;0;0;231;0;0;0;0;0;0;635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;12;31;0;0;450;40;314;0;0;0;24;0;0;34;0;0;0;0;0;42;0;0;0;288;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;18;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.422;0;0;0;0;13;380;0;0;0;0;0;100;106;0;77;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;270;0;0;0;676;0;0;567;456;0;0;0;0;507;0;1.272;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;1.906;198;473;0;816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;0;0;0
14;18;686;0;0;197;0;0;0;40;0;12;30;34;0;0;201;42;135;0;76;0;0;0;0;0;0;0;0;0;37;0;32;0;0;29;0;0;0;0;0;137;72;45;0;0;0;0;0;31;62;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;47;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;0;0;0;697;0;0;0;0;0;0;0;0;0;0;912;0;0;0;20;0;0;0;0;0;535;0;0;0;0;589;0;807;0;0;0;0;0;0;0;0;17;226;0;0;0;0;1.861;0;41;257;0;31;0;0;41;0;541;499;0;88;0;389;297;71;95;0;0;0;34;0;329;193;0;106;714;503;397;0;0;0;151;0;0;416;332;246;0;134;1.265;546;0;0;1.177;598;0;0;0;0;812;381;0;0;0;0;0;0;0;0;425;0;0;0;0;641;762;301;935;770;444;0;0;287;0;0;28;0;0;228;0;0;270;0;0;0;0;0;0;0;0;0;24;41;0;0;0;0;227;0;0;788;0;0;373;0;0;0;0;0;36;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;1.145;0;0;0;0;0;0;0;0;0;0;621;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0;0;544;0;0;0;0;0;0;0;0;0;0;0;0;0;677;0;0;0;0;0;0;0;0;0;549;0;0;2.173;330;920;226;553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;786;0;0;0;0;0;0;0;0;803;0;0;0;0;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0
15;0;294;223;233;59;53;0;90;0;0;0;0;0;0;0;138;0;0;0;0;0;0;24;91;0;0;63;24;111;0;0;0;0;0;0;79;0;0;85;0;760;56;183;586;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;24;0;0;127;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;197;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;0;0;0;0;0;0;0;257;0;0;0;0;53;33;58;0;0;0;668;0;0;0;62;0;0;85;208;0;0;0;171;0;249;0;0;0;0;79;0;402;0;0;0;0;0;506;0;1.047;0;825;0;0;0;0;0;0;0;0;194;53;0;439;0;0;0;0;425;0;0;0;165;493;0;0;795;0;0;0;338;264;0;263;0;135;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;863;0;0;0;565;0;0;0;0;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;0;0;481;0;0;0;0;297;0;392;113;0;0;0;0;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;0;444;394;0;27;267;0;544;0;0;0;0;0;0;0;0;0;0;547;0;951;0;0;0;0;0;0;0;559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;824;243;544;193;576;0;0;0;0;0;0;272;0;270;138;242;40;213;0;0;0;67;0;228;0;0;0;155;504;0;68;0;0;0;2.057;0;130;0;51;73;68;0;0;195;300;0;0;0;0;0;0;0;0;74;0;148;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;56;0;0;0;275;219;0;171;0;0;0;0;142;0;0;0;0;4;40;0;0;0;0;23;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;229;0;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;500;0;0;0;129;0;0;0;85;0;0;0;325;0;59;0;0;246;284;273;0;0;247;0;0;0;0;0;229;0;0;0;0;961;0;0;0;0;0;397;0;0;0;0;127;0;758;275;650;0;134;0;470;0;0;728;0;202;0;373;0;0;0;0;0;0;0;0;639;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;277;0;0;0;0;915;0;0;0;0;153;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;0;0;0;0;265;0;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;951;318;0;0;0;0;0;0;0;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;581;0;0;0;0;0;0;0;0;0;208;0;288;400;91;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;58;127;0;0;26;203;46;90;21;20;29;45;0;42;0;40;0;0;0;0;0;49;0;15;0;0;60;24;0;0;24;0;0;0;0;89;0;0;122;0;141;0;0;330;553;210;0;0;74;0;104;0;20;0;0;107;0;0;0;20;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;44;0;13;0;0;0;0;0;0;0;0;0;0;21;61;0;0;0;0;0;0;26;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;64;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;0;0;0;0;864;0;0;31;0;0;0;0;0;259;0;0;312;64;0;0;0;0;0;0;0;0;0;0;130;0;432;421;0;258;0;0;0;416;0;0;0;0;0;0;0;0;0;0;0;21;0;0;677;0;0;0;0;477;0;0;0;0;0;223;0;0;0;0;0;217;0;0;118;0;0;0;696;0;0;0;0;0;0;120;0;600;0;0;0;26;0;35;0;58;0;0;0;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;20;21;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;0;705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;460;325;170;0;836;276;0;0;111;0;0;0;0;135;0;0;78;0;87;0;102;125;409;0;0;0;0;0;0;0;0;310;0;0;129;0;0;0;122;135;0;20;462;326;0;786;0;254;405;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;248;135;0;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;0;74;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;124;143;294;0;0;0;0;0;272;0;0;0;50;0;0;0;0;0;0;0;0;0;273;0;0;282;0;0;140;0;0;0;0;0;0;0;0;754;0;1.859;0;598;0;447;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;365;0;0;0;338;0;0;342;426;0;136;295;417;0;0;366;0;0;0;0;0;0;0;0;0;102;0;0;0;881;0;282;292;915;634;335;0;0;0;0;0;0;231;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;79;0;0;0;613;0;0;0;0;0;0;1.282;0;0;0;0;0;270;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;0;0;0;0;0;0;0;0;0;0;0;0;0;319;0;0;0;0;407;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0;0;0;0;0;1.930;0;0;0;0;0;0;0;0;0;0;0;0;0;367;0;0;0;0;0;52;0;0;64;0;0;0;0;0;0;0;0;0
19;413;220;0;0;285;0;0;111;0;396;24;0;0;0;0;0;0;0;621;548;326;518;15;0;0;0;0;0;145;0;170;339;0;0;647;0;0;0;0;0;0;0;0;0;0;0;117;0;128;180;0;250;249;0;0;170;197;0;0;0;552;0;0;0;0;0;91;0;0;0;0;0;0;0;38;0;0;0;0;140;0;0;0;0;0;80;26;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;0;90;0;0;162;0;714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;0;0;0;0;0;541;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;265;140;58;272;0;0;0;0;1.487;145;0;0;0;0;0;0;506;74;0;0;213;0;0;0;0;0;0;0;153;0;0;0;0;0;0;128;577;867;0;0;0;0;0;0;0;0;0;0;0;0;0;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;202;0;0;0;53;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;0;0;0;0;0;0;0;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;939;216;1.317;0;254;0;0;320;0;0;0;0;0;82;0;0;0;0;548;0;461;234;191;424;0;276;0;82;133;276;174;509;0;0;0;0;0;0;0;120;62;209;0;0;180;0;0;0;785;0;0;60;254;0;0;60;1.037;0;76;0;0;0;0;0;0;0;0;0;319;0;0;0;0;267;0;0;0;0;0;0;0;306;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;616;0;0;0;509;0;0;16;0;576;133;803;0;0;653;0;0;0;0;0;0;0;0;0;0;0;0;0;892;0;0;0;0;0;153;0;0;0;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;263;0;250;206;467;83;0;0;0;0;0;0;0;0;0;0;0;120;1.144;238;0;73;0;467;0;0;0;0;740;0;329;90;0;0;90;466;83;0;0;0;0;0;0;0;0;0;0;0;258;0;0;0;261;0;0;0;120;0;0;83;83;0;0;0;0;0;0;0;72;0;0;83;83;78;42;0;143;0;0;0;0;0;321;111;0;70;0;0;0;0;313;0;0;0;0;0;349;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;349;0;111;0;0;0;0;0;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;336;466;447;0;0;0;0;0;0;0;0;0;108;217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;42;0;0;0;72;0;0;0;0;0;0;0;0;83;0;0;56;0;0;0;0;0;0;0;0;0;0;0;440;163;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;598;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;703;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;339;194;0;73;228;0;178;0;0;0;0;0;0;0;0;67;49;221;518;215;73;0;185;150;0;0;120;97;103;96;364;367;0;0;73;131;0;0;0;18;0;0;0;0;0;0;107;36;0;38;104;76;303;36;36;63;0;0;614;0;96;0;0;0;0;0;0;0;0;0;46;0;178;98;0;0;94;160;0;209;0;36;69;104;0;0;0;150;0;0;0;0;111;0;0;0;0;0;67;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;0;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;160;0;290;0;0;0;0;0;29;0;876;0;0;0;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;0;0;640;0;0;0;0;0;787;0;0;0;0;0;0;0;0;0;0;0;0;0;263;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;593;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0
